no_survey,visit_id,visit_date,checkin_time,checkout_time,checkin_latitude,checkin_longitude,customer_code,customer_name,cluster_name,provinsi_id,provinsi,area_id,area_name,kabupaten_id,kabupaten,sap_code,salesman,salesman_id,distributor_code,distributor_name,id_supervisor,supervisor,product_code,product_name,stock,volume_sales,cost_price,order_date,volume_order,sale_price,kapasitas_jual,kapasitas_gudang,kemasan,brand,brand_group
SRV-20260204-3745,VAtlas-20260204-272,2026-02-04,08:19:00,08:45:00,-3.94724173304151,123.119013990459,CUAtlas-102602-1,Toko Survey 102602 1,Platinum,1026,BALI,Primebase,AREA 57 DENPASAR,102602,KOTA DENPASAR,SAP-CUAtlas-102602-1,Salesman K62,SLS-062,SD-1026-01,PT Distributor Bali 01,FondaV-016,Supervisor J16,PRD-910,Semen Kinetiq Standar,474,31,50641,2026-02-03,168,63566,667,1781,50 Kg,Kinetiq,SIG
SRV-20260204-5572,VAtlas-20260204-943,2026-02-04,10:07:00,10:29:00,-5.38423475418876,102.449023160636,CUAtlas-102701-1,Toko Survey 102701 1,Platinum,1027,NUSA TENGGARA BARAT,Atlas,AREA 86 LOMBOK,102701,KABUPATEN LOMBOK BARAT,SAP-CUAtlas-102701-1,Salesman U98,SLS-098,SD-1027-03,PT Distributor Nusa Tenggara Barat 03,FondaV-009,Supervisor Q9,PRD-738,Semen Atlas Premium,417,56,54686,2026-02-02,146,69728,668,1561,50 Kg,Atlas,SIG
SRV-20260204-9892,VAtlas-20260204-679,2026-02-04,10:16:00,10:49:00,-5.0306040832044,106.866530286417,CUAtlas-102901-4,Toko Survey 102901 4,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102901,KABUPATEN KUBU RAYA,SAP-CUAtlas-102901-4,Salesman U20,SLS-020,SD-1029-02,PT Distributor Kalimantan Barat 02,FondaV-008,Supervisor R8,PRD-198,Semen Fonda Standar,195,25,51259,2026-02-02,107,68772,829,1624,40 Kg,Fonda,SIG
SRV-20260204-5396,VAtlas-20260204-319,2026-02-04,12:32:00,12:57:00,-4.66007835191757,126.203397241977,CUAtlas-101901-1,Toko Survey 101901 1,Platinum,1019,LAMPUNG,Monolith,AREA 29 BANDAR LMPNG,101901,KABUPATEN LAMPUNG SELATAN,SAP-CUAtlas-101901-1,Salesman I86,SLS-086,SD-1019-01,PT Distributor Lampung 01,FondaV-006,Supervisor T6,PRD-915,Semen TerraBlock Standar,306,80,50365,2026-02-02,43,69954,798,1909,50 Kg,TerraBlock,SIG
SRV-20260204-5494,VAtlas-20260204-100,2026-02-04,15:41:00,16:02:00,-3.79377192585295,128.510613316044,CUAtlas-102302-2,Toko Survey 102302 2,Super Platinum,1023,JAWA TENGAH,Primebase,AREA 43 SEMARANG,102302,KOTA SEMARANG,SAP-CUAtlas-102302-2,Salesman P93,SLS-093,SD-1023-02,PT Distributor Jawa Tengah 02,FondaV-016,Supervisor J16,PRD-922,Semen Omnicore Premium,269,88,47039,2026-01-31,122,65679,565,295,40 Kg,Omnicore,SIG
SRV-20260204-4937,VAtlas-20260204-813,2026-02-04,11:32:00,11:52:00,-8.29615052064539,130.905873193493,CUAtlas-103802-1,Toko Survey 103802 1,Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103802,KOTA GORONTALO,SAP-CUAtlas-103802-1,Salesman S70,SLS-070,SD-1038-03,PT Distributor Gorontalo 03,FondaV-017,Supervisor I17,PRD-421,Semen Kinetiq Standar,383,15,53703,2026-02-02,168,64803,185,504,40 Kg,Kinetiq,SIG
SRV-20260204-5633,VAtlas-20260204-270,2026-02-04,12:30:00,13:05:00,3.66727496075134,124.99682172704,CUAtlas-102902-1,Toko Survey 102902 1,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102902,KOTA PONTIANAK,SAP-CUAtlas-102902-1,Salesman D81,SLS-081,SD-1029-01,PT Distributor Kalimantan Barat 01,FondaV-006,Supervisor T6,PRD-697,Semen Kinetiq Standar,167,44,47761,2026-02-02,58,64051,181,868,50 Kg,Kinetiq,SIG
SRV-20260204-6239,VAtlas-20260204-624,2026-02-04,13:53:00,14:34:00,-1.84465351926003,111.519756268299,CUAtlas-102902-0,Toko Survey 102902 0,Bronze,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102902,KOTA PONTIANAK,SAP-CUAtlas-102902-0,Salesman G84,SLS-084,SD-1029-03,PT Distributor Kalimantan Barat 03,FondaV-015,Supervisor K15,PRD-454,Semen Atlas Standar,148,79,49205,2026-01-28,151,63607,113,954,50 Kg,Atlas,SIG
SRV-20260204-9642,VAtlas-20260204-920,2026-02-04,08:34:00,09:17:00,-7.69770735531669,109.864871389164,CUAtlas-102403-0,Toko Survey 102403 0,Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102403,KABUPATEN BANTUL,SAP-CUAtlas-102403-0,Salesman J9,SLS-009,SD-1024-03,PT Distributor Di Yogyakarta 03,FondaV-002,Supervisor X2,PRD-396,Semen Vanguard Standar,139,44,53387,2026-01-31,149,63490,658,710,40 Kg,Vanguard,SIG
SRV-20260204-5305,VAtlas-20260204-949,2026-02-04,16:26:00,17:04:00,1.3466309521047,112.35458665492,CUAtlas-101302-0,Toko Survey 101302 0,Platinum,1013,RIAU,Fonda,AREA 13 PEKANBARU,101302,KOTA PEKANBARU,SAP-CUAtlas-101302-0,Salesman L11,SLS-011,SD-1013-03,PT Distributor Riau 03,FondaV-015,Supervisor K15,PRD-824,Semen BINTA Premium,104,94,47519,2026-01-30,122,56868,178,1488,50 Kg,BINTA,INTP
SRV-20260204-6705,VAtlas-20260204-712,2026-02-04,13:43:00,14:05:00,2.50044633828188,102.328824067459,CUAtlas-102402-0,Toko Survey 102402 0,Super Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-0,Salesman Y50,SLS-050,SD-1024-02,PT Distributor Di Yogyakarta 02,FondaV-013,Supervisor M13,PRD-523,Semen TIDAR Standar,473,14,46566,2026-01-28,165,68374,721,652,40 Kg,TIDAR,INTP
SRV-20260204-5494,VAtlas-20260204-237,2026-02-04,14:52:00,15:15:00,-8.68698637149757,137.339209724917,CUAtlas-103801-3,Toko Survey 103801 3,Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103801,KABUPATEN GORONTALO,SAP-CUAtlas-103801-3,Salesman F57,SLS-057,SD-1038-02,PT Distributor Gorontalo 02,FondaV-008,Supervisor R8,PRD-649,Semen TIDAR Premium,72,33,46661,2026-01-28,183,65552,229,1157,50 Kg,TIDAR,INTP
SRV-20260204-5832,VAtlas-20260204-469,2026-02-04,16:40:00,17:07:00,1.6765981782993,129.80272937495,CUAtlas-103202-0,Toko Survey 103202 0,Silver,1032,KALIMANTAN TIMUR,Atlas,AREA 67 BALIKPAPAN,103202,KOTA BALIKPAPAN,SAP-CUAtlas-103202-0,Salesman Q68,SLS-068,SD-1032-03,PT Distributor Kalimantan Timur 03,FondaV-015,Supervisor K15,PRD-790,Semen BINTA Standar,212,54,52222,2026-01-31,54,66890,983,878,50 Kg,BINTA,INTP
SRV-20260204-9461,VAtlas-20260204-820,2026-02-04,12:43:00,13:12:00,-7.06474848738136,121.417024865241,CUAtlas-101502-1,Toko Survey 101502 1,Bronze,1015,JAMBI,Monolith,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-1,Salesman T97,SLS-097,SD-1015-02,PT Distributor Jambi 02,FondaV-006,Supervisor T6,PRD-420,Semen Omnicore Premium,174,15,49884,2026-01-31,47,62501,129,321,40 Kg,Omnicore,SIG
SRV-20260205-8612,VAtlas-20260205-703,2026-02-05,08:52:00,09:11:00,-8.44745785925053,138.235935010843,CUAtlas-103702-1,Toko Survey 103702 1,Super Platinum,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103702,KOTA MANADO,SAP-CUAtlas-103702-1,Salesman F57,SLS-057,SD-1037-01,PT Distributor Sulawesi Utara 01,FondaV-003,Supervisor W3,PRD-569,Semen Primebase Standar,285,93,45275,2026-02-03,123,68363,873,509,50 Kg,Primebase,SIG
SRV-20260205-2073,VAtlas-20260205-896,2026-02-05,11:12:00,11:35:00,-6.16344340182333,105.562807410234,CUAtlas-101802-3,Toko Survey 101802 3,Silver,1018,BENGKULU,Fonda,AREA 21 BENGKULU,101802,KOTA BENGKULU,SAP-CUAtlas-101802-3,Salesman F31,SLS-031,SD-1018-02,PT Distributor Bengkulu 02,FondaV-018,Supervisor H18,PRD-499,Semen Omnicore Premium,58,96,53150,2026-02-03,74,67266,680,1569,40 Kg,Omnicore,SIG
SRV-20260205-4687,VAtlas-20260205-320,2026-02-05,08:48:00,09:23:00,0.445177301129295,139.497349638253,CUAtlas-103002-2,Toko Survey 103002 2,Silver,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103002,KOTA BANJARMASIN,SAP-CUAtlas-103002-2,Salesman V21,SLS-021,SD-1030-02,PT Distributor Kalimantan Selatan 02,FondaV-004,Supervisor V4,PRD-342,Semen Vanguard Premium,347,94,52086,2026-01-31,99,61416,921,757,50 Kg,Vanguard,SIG
SRV-20260205-4702,VAtlas-20260205-202,2026-02-05,08:27:00,09:05:00,-3.59210488420674,109.979142062181,CUAtlas-101501-3,Toko Survey 101501 3,Bronze,1015,JAMBI,Fonda,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-3,Salesman K88,SLS-088,SD-1015-03,PT Distributor Jambi 03,FondaV-017,Supervisor I17,PRD-119,Semen Omnicore Premium,217,23,49927,2026-02-01,132,62175,966,1033,40 Kg,Omnicore,SIG
SRV-20260205-7688,VAtlas-20260205-851,2026-02-05,13:16:00,13:38:00,0.902125673583056,115.960324128268,CUAtlas-101502-3,Toko Survey 101502 3,Bronze,1015,JAMBI,Fonda,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-3,Salesman B79,SLS-079,SD-1015-03,PT Distributor Jambi 03,FondaV-010,Supervisor P10,PRD-884,Semen Monolith Premium,190,55,48346,2026-02-01,61,60371,627,640,40 Kg,Monolith,SIG
SRV-20260205-1022,VAtlas-20260205-601,2026-02-05,12:43:00,13:00:00,0.218048775686805,119.799779480429,CUAtlas-102302-3,Toko Survey 102302 3,Bronze,1023,JAWA TENGAH,Primebase,AREA 43 SEMARANG,102302,KOTA SEMARANG,SAP-CUAtlas-102302-3,Salesman R17,SLS-017,SD-1023-01,PT Distributor Jawa Tengah 01,FondaV-013,Supervisor M13,PRD-884,Semen Monolith Premium,164,20,51698,2026-01-30,123,57626,254,1231,50 Kg,Monolith,SIG
SRV-20260205-1437,VAtlas-20260205-514,2026-02-05,11:29:00,12:10:00,-1.53256717061483,119.116343090074,CUAtlas-102902-1,Toko Survey 102902 1,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102902,KOTA PONTIANAK,SAP-CUAtlas-102902-1,Salesman G84,SLS-084,SD-1029-02,PT Distributor Kalimantan Barat 02,FondaV-013,Supervisor M13,PRD-613,Semen GAMA Premium,228,60,52783,2026-01-29,127,62322,222,223,40 Kg,GAMA,INTP
SRV-20260205-3738,VAtlas-20260205-179,2026-02-05,13:58:00,14:35:00,4.46456945761511,106.056922992303,CUAtlas-102302-2,Toko Survey 102302 2,Super Platinum,1023,JAWA TENGAH,Primebase,AREA 43 SEMARANG,102302,KOTA SEMARANG,SAP-CUAtlas-102302-2,Salesman T19,SLS-019,SD-1023-02,PT Distributor Jawa Tengah 02,FondaV-010,Supervisor P10,PRD-660,Semen TerraBlock Premium,208,79,51170,2026-01-30,77,63650,498,1768,40 Kg,TerraBlock,SIG
SRV-20260205-2055,VAtlas-20260205-380,2026-02-05,16:26:00,16:46:00,-2.66327766417256,133.657368922636,CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101001,KABUPATEN ACEH BESAR,SAP-CUAtlas-101001-2,Salesman R43,SLS-043,SD-1010-01,PT Distributor Aceh 01,FondaV-003,Supervisor W3,PRD-140,Semen Primebase Standar,192,76,47784,2026-01-31,21,56161,535,1047,50 Kg,Primebase,SIG
SRV-20260205-2036,VAtlas-20260205-575,2026-02-05,09:13:00,09:32:00,-3.056934083222,114.81167132834,CUAtlas-101201-0,Toko Survey 101201 0,Super Platinum,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101201,KABUPATEN PADANG PARIAMAN,SAP-CUAtlas-101201-0,Salesman D29,SLS-029,SD-1012-02,PT Distributor Sumatera Barat 02,FondaV-012,Supervisor N12,PRD-109,Semen RAJASA Standar,473,82,52829,2026-02-03,163,58402,464,1642,40 Kg,RAJASA,INTP
SRV-20260205-4021,VAtlas-20260205-488,2026-02-05,09:02:00,09:33:00,-5.56742984469206,96.7418008730783,CUAtlas-101201-1,Toko Survey 101201 1,Bronze,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101201,KABUPATEN PADANG PARIAMAN,SAP-CUAtlas-101201-1,Salesman E56,SLS-056,SD-1012-02,PT Distributor Sumatera Barat 02,FondaV-015,Supervisor K15,PRD-346,Semen Fonda Premium,119,43,53064,2026-02-02,84,67959,398,238,40 Kg,Fonda,SIG
SRV-20260205-4536,VAtlas-20260205-181,2026-02-05,08:37:00,09:10:00,2.63011013567459,114.750139320377,CUAtlas-102901-4,Toko Survey 102901 4,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102901,KABUPATEN KUBU RAYA,SAP-CUAtlas-102901-4,Salesman L11,SLS-011,SD-1029-03,PT Distributor Kalimantan Barat 03,FondaV-009,Supervisor Q9,PRD-236,Semen TIDAR Standar,237,54,50074,2026-02-04,155,69731,582,1561,50 Kg,TIDAR,INTP
SRV-20260205-4716,VAtlas-20260205-470,2026-02-05,16:10:00,16:55:00,4.00466970290821,117.815945669483,CUAtlas-103602-0,Toko Survey 103602 0,Super Platinum,1036,SULAWESI TENGAH,Atlas,AREA 81 PALU,103602,KOTA PALU,SAP-CUAtlas-103602-0,Salesman N91,SLS-091,SD-1036-02,PT Distributor Sulawesi Tengah 02,FondaV-001,Supervisor Y1,PRD-715,Semen Tecton Premium,466,17,47221,2026-02-03,129,65147,441,1328,40 Kg,Tecton,SIG
SRV-20260205-4641,VAtlas-20260205-200,2026-02-05,13:59:00,14:39:00,3.38783064488274,100.516433699988,CUAtlas-101002-1,Toko Survey 101002 1,Bronze,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101002,KOTA BANDA ACEH,SAP-CUAtlas-101002-1,Salesman F31,SLS-031,SD-1010-02,PT Distributor Aceh 02,FondaV-010,Supervisor P10,PRD-376,Semen Tecton Premium,74,53,46078,2026-02-02,144,66532,262,265,40 Kg,Tecton,SIG
SRV-20260205-4892,VAtlas-20260205-235,2026-02-05,08:49:00,09:22:00,-2.91256213246488,96.5757582443008,CUAtlas-102701-0,Toko Survey 102701 0,Silver,1027,NUSA TENGGARA BARAT,Atlas,AREA 86 LOMBOK,102701,KABUPATEN LOMBOK BARAT,SAP-CUAtlas-102701-0,Salesman O40,SLS-040,SD-1027-01,PT Distributor Nusa Tenggara Barat 01,FondaV-013,Supervisor M13,PRD-210,Semen BINTA Standar,212,52,45044,2026-02-04,113,63178,161,732,40 Kg,BINTA,INTP
SRV-20260205-9792,VAtlas-20260205-437,2026-02-05,11:33:00,11:58:00,-1.96978488611649,137.283273006818,CUAtlas-103201-2,Toko Survey 103201 2,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103201,KABUPATEN KUTAI KARTANEGARA,SAP-CUAtlas-103201-2,Salesman J35,SLS-035,SD-1032-03,PT Distributor Kalimantan Timur 03,FondaV-005,Supervisor U5,PRD-320,Semen Omnicore Premium,297,45,46692,2026-02-02,49,68524,218,1844,40 Kg,Omnicore,SIG
SRV-20260205-5840,VAtlas-20260205-623,2026-02-05,15:54:00,16:18:00,2.08880213683757,108.179460548625,CUAtlas-102501-2,Toko Survey 102501 2,Super Platinum,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102501,KABUPATEN SIDOARJO,SAP-CUAtlas-102501-2,Salesman G6,SLS-006,SD-1025-03,PT Distributor Jawa Timur 03,FondaV-003,Supervisor W3,PRD-425,Semen Omnicore Premium,403,98,46252,2026-01-30,123,63278,769,1213,40 Kg,Omnicore,SIG
SRV-20260205-2080,VAtlas-20260205-489,2026-02-05,14:15:00,15:00:00,1.49924738635385,123.984695349507,CUAtlas-102502-2,Toko Survey 102502 2,Bronze,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102502,KOTA SURABAYA,SAP-CUAtlas-102502-2,Salesman N39,SLS-039,SD-1025-01,PT Distributor Jawa Timur 01,FondaV-007,Supervisor S7,PRD-965,Semen TIDAR Premium,361,12,52792,2026-02-03,61,62548,554,224,40 Kg,TIDAR,INTP
SRV-20260205-1048,VAtlas-20260205-558,2026-02-05,13:33:00,13:56:00,4.089957106452,135.285009265714,CUAtlas-102402-0,Toko Survey 102402 0,Super Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-0,Salesman R69,SLS-069,SD-1024-03,PT Distributor Di Yogyakarta 03,FondaV-007,Supervisor S7,PRD-575,Semen Tecton Premium,350,81,46190,2026-01-31,178,69625,964,1833,50 Kg,Tecton,SIG
SRV-20260205-1371,VAtlas-20260205-255,2026-02-05,08:21:00,08:53:00,0.975877469175607,112.25592545168,CUAtlas-103701-0,Toko Survey 103701 0,Bronze,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103701,KABUPATEN MINAHASA,SAP-CUAtlas-103701-0,Salesman N65,SLS-065,SD-1037-01,PT Distributor Sulawesi Utara 01,FondaV-018,Supervisor H18,PRD-732,Semen Atlas Standar,376,51,49537,2026-02-01,41,68370,802,521,40 Kg,Atlas,SIG
SRV-20260205-9790,VAtlas-20260205-180,2026-02-05,13:04:00,13:36:00,-1.66017215584349,132.816375742702,CUAtlas-103702-0,Toko Survey 103702 0,Silver,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103702,KOTA MANADO,SAP-CUAtlas-103702-0,Salesman H33,SLS-033,SD-1037-03,PT Distributor Sulawesi Utara 03,FondaV-013,Supervisor M13,PRD-131,Semen Primebase Standar,418,8,47943,2026-01-29,153,63042,176,813,50 Kg,Primebase,SIG
SRV-20260205-7163,VAtlas-20260205-814,2026-02-05,12:44:00,13:28:00,-2.97179753660908,118.686858433892,CUAtlas-102101-0,Toko Survey 102101 0,Bronze,1021,DKI JAKARTA,Omnicore,AREA 34 JAKARTA,102101,KOTA JAKARTA BARAT,SAP-CUAtlas-102101-0,Salesman N13,SLS-013,SD-1021-02,PT Distributor Dki Jakarta 02,FondaV-017,Supervisor I17,PRD-546,Semen Primebase Standar,12,74,52387,2026-01-31,56,61643,821,488,50 Kg,Primebase,SIG
SRV-20260205-4006,VAtlas-20260205-795,2026-02-05,09:03:00,09:19:00,-5.43766563175814,111.733074702353,CUAtlas-101401-3,Toko Survey 101401 3,Super Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101401,KABUPATEN BINTAN,SAP-CUAtlas-101401-3,Salesman S18,SLS-018,SD-1014-03,PT Distributor Kepulauan Riau 03,FondaV-013,Supervisor M13,PRD-605,Semen SANJAYA Premium,180,46,54862,2026-02-04,28,57928,114,1362,40 Kg,SANJAYA,INTP
SRV-20260205-5917,VAtlas-20260205-707,2026-02-05,09:16:00,09:55:00,0.801006784672875,131.625502493806,CUAtlas-103602-0,Toko Survey 103602 0,Super Platinum,1036,SULAWESI TENGAH,Atlas,AREA 81 PALU,103602,KOTA PALU,SAP-CUAtlas-103602-0,Salesman U98,SLS-098,SD-1036-03,PT Distributor Sulawesi Tengah 03,FondaV-001,Supervisor Y1,PRD-947,Semen TerraBlock Standar,368,55,49422,2026-01-29,32,63949,807,1765,50 Kg,TerraBlock,SIG
SRV-20260205-2559,VAtlas-20260205-800,2026-02-05,08:29:00,09:05:00,3.44682113823753,99.5083022041456,CUAtlas-101002-3,Toko Survey 101002 3,Bronze,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101002,KOTA BANDA ACEH,SAP-CUAtlas-101002-3,Salesman O92,SLS-092,SD-1010-01,PT Distributor Aceh 01,FondaV-019,Supervisor G19,PRD-367,Semen Monolith Standar,199,49,53461,2026-01-29,63,60376,123,211,40 Kg,Monolith,SIG
SRV-20260206-4179,VAtlas-20260206-818,2026-02-06,09:13:00,09:41:00,-6.89499062525217,103.932612078015,CUAtlas-102502-2,Toko Survey 102502 2,Bronze,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102502,KOTA SURABAYA,SAP-CUAtlas-102502-2,Salesman F57,SLS-057,SD-1025-03,PT Distributor Jawa Timur 03,FondaV-003,Supervisor W3,PRD-581,Semen Omnicore Standar,225,6,46041,2026-02-05,16,57735,233,1896,50 Kg,Omnicore,SIG
SRV-20260206-5863,VAtlas-20260206-863,2026-02-06,09:25:00,09:53:00,-7.73936222731725,104.374221682475,CUAtlas-103901-0,Toko Survey 103901 0,Platinum,1039,MALUKU,Atlas,AREA 92 MALUKU,103901,KABUPATEN MALUKU TENGAH,SAP-CUAtlas-103901-0,Salesman H33,SLS-033,SD-1039-02,PT Distributor Maluku 02,FondaV-019,Supervisor G19,PRD-943,Semen Fonda Premium,103,33,54789,2026-01-31,69,60560,702,406,50 Kg,Fonda,SIG
SRV-20260206-8938,VAtlas-20260206-114,2026-02-06,10:49:00,11:16:00,-4.88493323576906,111.225652029778,CUAtlas-102301-3,Toko Survey 102301 3,Bronze,1023,JAWA TENGAH,Primebase,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-3,Salesman H7,SLS-007,SD-1023-02,PT Distributor Jawa Tengah 02,FondaV-015,Supervisor K15,PRD-512,Semen BINTA Standar,60,50,50789,2026-02-02,166,60414,588,697,40 Kg,BINTA,INTP
SRV-20260206-7426,VAtlas-20260206-906,2026-02-06,14:43:00,15:20:00,-3.46122202741195,130.38899826023,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman N13,SLS-013,SD-1013-02,PT Distributor Riau 02,FondaV-005,Supervisor U5,PRD-505,Semen Kinetiq Standar,31,76,54598,2026-02-03,101,64446,526,891,40 Kg,Kinetiq,SIG
SRV-20260206-7237,VAtlas-20260206-349,2026-02-06,15:52:00,16:13:00,-6.41693963947314,102.679265842667,CUAtlas-102103-4,Toko Survey 102103 4,Bronze,1021,DKI JAKARTA,Omnicore,AREA 34 JAKARTA,102103,KOTA JAKARTA SELATAN,SAP-CUAtlas-102103-4,Salesman Q68,SLS-068,SD-1021-01,PT Distributor Dki Jakarta 01,FondaV-001,Supervisor Y1,PRD-344,Semen TerraBlock Standar,263,30,53190,2026-01-31,158,62435,388,518,50 Kg,TerraBlock,SIG
SRV-20260206-7594,VAtlas-20260206-935,2026-02-06,08:20:00,08:38:00,3.18015635671483,123.087126415485,CUAtlas-101401-0,Toko Survey 101401 0,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101401,KABUPATEN BINTAN,SAP-CUAtlas-101401-0,Salesman V99,SLS-099,SD-1014-02,PT Distributor Kepulauan Riau 02,FondaV-014,Supervisor L14,PRD-893,Semen Primebase Standar,79,62,50994,2026-02-04,145,60067,920,1399,50 Kg,Primebase,SIG
SRV-20260206-3970,VAtlas-20260206-643,2026-02-06,10:12:00,10:32:00,4.93127380856077,109.157697499023,CUAtlas-102701-3,Toko Survey 102701 3,Platinum,1027,NUSA TENGGARA BARAT,Atlas,AREA 86 LOMBOK,102701,KABUPATEN LOMBOK BARAT,SAP-CUAtlas-102701-3,Salesman K10,SLS-010,SD-1027-01,PT Distributor Nusa Tenggara Barat 01,FondaV-006,Supervisor T6,PRD-835,Semen Omnicore Premium,367,51,51262,2026-02-04,24,62834,499,625,50 Kg,Omnicore,SIG
SRV-20260206-6008,VAtlas-20260206-746,2026-02-06,16:45:00,17:09:00,-9.14560090035341,110.066225666908,CUAtlas-102301-0,Toko Survey 102301 0,Silver,1023,JAWA TENGAH,Omnicore,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-0,Salesman K62,SLS-062,SD-1023-03,PT Distributor Jawa Tengah 03,FondaV-003,Supervisor W3,PRD-374,Semen Omnicore Premium,18,5,50339,2026-01-31,152,57984,994,775,50 Kg,Omnicore,SIG
SRV-20260206-5662,VAtlas-20260206-508,2026-02-06,13:37:00,14:06:00,-3.8407650631827,133.771084673026,CUAtlas-102602-1,Toko Survey 102602 1,Platinum,1026,BALI,Primebase,AREA 57 DENPASAR,102602,KOTA DENPASAR,SAP-CUAtlas-102602-1,Salesman Z77,SLS-077,SD-1026-02,PT Distributor Bali 02,FondaV-004,Supervisor V4,PRD-999,Semen Fonda Premium,281,8,47733,2026-02-03,186,68582,460,1113,40 Kg,Fonda,SIG
SRV-20260206-9560,VAtlas-20260206-876,2026-02-06,14:33:00,14:48:00,-6.99495120762837,119.050296652853,CUAtlas-102202-0,Toko Survey 102202 0,Bronze,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102202,KOTA BOGOR,SAP-CUAtlas-102202-0,Salesman Z51,SLS-051,SD-1022-01,PT Distributor Jawa Barat 01,FondaV-006,Supervisor T6,PRD-723,Semen Omnicore Premium,432,24,50453,2026-01-31,164,62308,442,1819,40 Kg,Omnicore,SIG
SRV-20260206-4688,VAtlas-20260206-267,2026-02-06,14:20:00,14:48:00,-9.91442137905952,131.686065280909,CUAtlas-101802-4,Toko Survey 101802 4,Silver,1018,BENGKULU,Fonda,AREA 21 BENGKULU,101802,KOTA BENGKULU,SAP-CUAtlas-101802-4,Salesman J61,SLS-061,SD-1018-02,PT Distributor Bengkulu 02,FondaV-006,Supervisor T6,PRD-893,Semen Monolith Premium,40,48,47871,2026-02-02,127,57371,988,960,50 Kg,Monolith,SIG
SRV-20260206-7789,VAtlas-20260206-619,2026-02-06,11:44:00,12:22:00,4.86957275436448,100.055829237983,CUAtlas-104302-0,Toko Survey 104302 0,Silver,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104302,KOTA TARAKAN,SAP-CUAtlas-104302-0,Salesman I86,SLS-086,SD-1043-02,PT Distributor Kalimantan Utara 02,FondaV-009,Supervisor Q9,PRD-429,Semen Fonda Premium,415,38,53220,2026-01-30,200,65743,894,1905,50 Kg,Fonda,SIG
SRV-20260206-7066,VAtlas-20260206-523,2026-02-06,14:14:00,14:50:00,0.159505396807324,117.019161094789,CUAtlas-102602-1,Toko Survey 102602 1,Platinum,1026,BALI,Primebase,AREA 57 DENPASAR,102602,KOTA DENPASAR,SAP-CUAtlas-102602-1,Salesman U98,SLS-098,SD-1026-01,PT Distributor Bali 01,FondaV-013,Supervisor M13,PRD-416,Semen Fonda Premium,302,76,54532,2026-02-02,158,66274,900,261,50 Kg,Fonda,SIG
SRV-20260206-4395,VAtlas-20260206-959,2026-02-06,13:16:00,13:40:00,-5.53655958831128,112.979314100083,CUAtlas-102301-2,Toko Survey 102301 2,Platinum,1023,JAWA TENGAH,Primebase,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-2,Salesman F5,SLS-005,SD-1023-02,PT Distributor Jawa Tengah 02,FondaV-006,Supervisor T6,PRD-972,Semen Omnicore Premium,496,60,48436,2026-02-04,174,62960,752,1278,40 Kg,Omnicore,SIG
