soldto,periode,regional,province_desc,target_revenue,total_qty_sellin,avg_price_per_ton,utilisasi_kapasitas,lag_1w_revenue,lag_4w_revenue,rolling_4w_revenue_mean,rolling_4w_revenue_std,total_kapasitas_tonase,jumlah_gudang_distributor,lag_1w_sellout,lag_1w_toko_aktif,lag_1w_sell_through_rate,rolling_4w_str_mean,lag_1w_avg_stock_toko,lag_1w_volume_sales,lag_1w_volume_order,lag_1w_n_toko_surveyed,month,quarter,week_of_year,month_sin,month_cos,week_sin,week_cos
SD-1013-03,2026-08-03,AREA 1,RIAU,93452851,93.39,1000672.8878174443,1.2039446688223967,359603712.0,206269345.0,348823621.0,109175643.45067076,77.57,1,304.12,10.0,0.911603341878141,0.8939048828574511,0.0,0.0,0.0,0.0,8,3,32,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
SD-1013-03,2026-08-10,AREA 1,RIAU,309962362,252.86,1225825.9500978426,1.0904307606869308,93452851.0,357100760.0,320619497.5,160694930.0211425,231.89000000000001,2,83.85,6.0,0.8978476391639747,0.8949293770221121,14.0,34.0,126.0,1.0,8,3,33,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
SD-1013-03,2026-08-17,AREA 1,RIAU,232625703,189.41,1228159.4990676576,1.1007089086059445,309962362.0,472320667.0,308834898.0,158845592.20143056,172.07999999999998,2,241.06,9.0,0.9533338229323015,0.914815561499184,220.66666666666666,156.0,404.0,3.0,8,3,34,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
SD-1013-03,2026-08-24,AREA 1,RIAU,165943425,141.49,1172827.8554789838,1.111643533026121,232625703.0,359603712.0,248911157.0,116064051.68520223,127.28,1,173.87,5.0,0.917955708887825,0.9201851282155605,0.0,0.0,0.0,0.0,8,3,35,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
SD-1013-03,2026-08-31,AREA 1,RIAU,52380916,49.57,1056705.7783526774,0.9999997982651203,165943425.0,93452851.0,200496085.25,92497420.524973,49.57,1,127.1,7.0,0.898296635925038,0.9168584517272848,276.0,209.0,238.0,2.0,8,3,36,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359
SD-1013-03,2026-09-07,AREA 1,RIAU,292558113,268.74,1088628.794052661,1.0327811754820657,52380916.0,309962362.0,190228101.5,109125985.01031701,260.21,2,44.76,7.0,0.902965321168989,0.9181378722285384,0.0,0.0,0.0,0.0,9,3,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
SD-1013-03,2026-09-14,AREA 1,RIAU,320394597,284.53,1126048.5212087121,1.1556863868527056,292558113.0,232625703.0,185877039.25,102931778.31086403,246.2,2,233.95,12.0,0.8705439878490739,0.8974404134577314,0.0,0.0,0.0,0.0,9,3,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
SD-1013-03,2026-09-21,AREA 1,RIAU,367110151,338.84000000000003,1083432.1218441706,1.0382717622714337,320394597.0,165943425.0,207819262.75,123515915.37237726,326.35,2,259.65,10.0,0.9125575189766452,0.8960908659799365,318.75,215.0,325.0,3.0,9,3,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
SD-1013-03,2026-09-28,AREA 1,RIAU,439907029,387.59000000000003,1134980.3081869937,1.0585262983797714,367110151.0,52380916.0,258110944.25,140560227.22264963,366.15999999999997,1,313.79,11.0,0.9260712747588457,0.9030345256883885,111.5,187.0,540.0,2.0,9,3,40,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232
SD-1013-03,2026-10-05,AREA 1,RIAU,219347160,190.13,1153669.3234276904,1.1939088732239325,439907029.0,292558113.0,354992472.5,64426656.68057457,159.25,1,345.69,6.0,0.8918960527388206,0.9002672085808463,475.0,26.0,19.0,1.0,10,4,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
SD-1013-03,2026-10-12,AREA 1,RIAU,79079614,64.32000000000001,1229471.4195473536,1.1178308797652279,219347160.0,320394597.0,336689734.25,92401340.0342319,57.54,2,161.17,6.0,0.8476831195664482,0.8945519915101899,473.0,39.0,64.0,1.0,10,4,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
SD-1013-03,2026-10-19,AREA 1,RIAU,409001652,347.65999999999997,1176441.466477551,1.0769468720355966,79079614.0,367110151.0,276360988.5,160367531.23426178,322.82,2,55.89,7.0,0.8689364320683407,0.8836467197831137,373.0,26.0,104.0,1.0,10,4,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
SD-1013-03,2026-10-26,AREA 1,RIAU,575014663,496.84000000000003,1157343.7151327648,1.1660994398549667,409001652.0,439907029.0,286833863.75,169383830.2768561,426.07,2,305.51,8.0,0.8787608330333996,0.8718191093517522,409.0,52.0,105.0,2.0,10,4,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548
SD-1013-03,2026-11-02,AREA 1,RIAU,336398611,284.43,1182711.3847796863,1.1594716416178859,575014663.0,219347160.0,320610772.25,216891606.43296906,245.31,2,447.53000000000003,12.0,0.9007527392973043,0.8740332809913731,120.0,47.0,62.0,1.0,11,4,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
SD-1013-03,2026-11-09,AREA 1,RIAU,310749291,300.43,1034348.3695254014,1.087293218222532,336398611.0,79079614.0,349873635.0,206313340.14422345,276.31,2,255.54,13.0,0.8984284042320289,0.8867196021577683,130.5,31.0,216.0,2.0,11,4,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
SD-1013-03,2026-11-16,AREA 1,RIAU,318436552,300.88,1058350.642835993,1.097501327831431,310749291.0,409001652.0,407791054.25,118994657.63660562,274.15,2,283.42,5.0,0.9433811222786965,0.9053307747103573,256.0,44.0,137.0,1.0,11,4,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
SD-1013-03,2026-11-23,AREA 1,RIAU,126251318,102.60999999999999,1230399.626703087,0.9999999025436213,318436552.0,575014663.0,385149779.25,127032066.59355661,102.60999999999999,2,273.92,10.0,0.9103961409732738,0.9132396016953259,0.0,0.0,0.0,0.0,11,4,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
SD-1013-03,2026-11-30,AREA 1,RIAU,665812433,583.87,1140343.6066188775,1.0947630717423908,126251318.0,336398611.0,272958943.0,98393837.93613787,533.33,2,91.77000000000001,10.0,0.8943571879585629,0.9116407138606406,56.0,62.0,98.0,1.0,11,4,49,-0.5000000000000004,0.8660254037844384,-0.35460488704253595,0.9350162426854147
SD-1013-03,2026-12-07,AREA 1,RIAU,232304714,209.19,1110496.213466408,1.0680042340325606,665812433.0,310749291.0,355312398.5,225259072.05517593,195.87,1,535.17,13.0,0.9165910062755235,0.9161813643715142,315.0,44.0,92.0,2.0,12,4,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
SD-1013-03,2026-12-14,AREA 1,RIAU,226219471,186.25,1214601.1213636983,1.033459048193372,232304714.0,318436552.0,335701254.25,233688953.24789783,180.22,2,178.24,2.0,0.852048336342639,0.8933481678874997,442.0,85.0,281.0,2.0,12,4,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
SD-1013-03,2026-12-21,AREA 1,RIAU,432782262,373.72,1158038.773465729,1.0671615914574075,226219471.0,126251318.0,312646984.0,240411989.45634502,350.2,2,174.44,9.0,0.9365905537401045,0.8998967710792075,301.0,45.0,57.0,1.0,12,4,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
SD-1013-03,2026-12-28,AREA 1,RIAU,109744222,105.42,1041018.8919541935,0.9999999051413484,432782262.0,665812433.0,389279720.0,207840170.83025134,105.42,1,339.3,12.0,0.9078989374960148,0.9032822084635704,298.5,52.0,176.0,2.0,12,4,53,-2.4492935982947064e-16,1.0,0.12053668025532314,0.992708874098054
SD-1014-01,2025-12-29,AREA 1,KEPULAUAN RIAU,237665844,217.68,1091812.9046392455,1.1578106931646885,,,,0.0,188.01,2,,,,,0.0,0.0,0.0,0.0,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054
SD-1014-01,2026-01-05,AREA 1,KEPULAUAN RIAU,479359736,432.31,1108833.30228694,1.1382869180787563,237665844.0,,,0.0,379.79,2,194.23000000000002,13.0,0.8922730203843706,,400.0,44.0,38.0,1.0,1,1,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
SD-1014-01,2026-01-12,AREA 1,KEPULAUAN RIAU,175530926,149.82999999999998,1171533.833575797,1.0243384819622285,479359736.0,,358512790.0,170903390.00456905,146.26999999999998,1,372.01,14.0,0.8605167389022521,0.8763948796433114,254.0,69.0,32.0,1.0,1,1,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
SD-1014-01,2026-01-19,AREA 1,KEPULAUAN RIAU,221563764,213.75,1036555.5725588036,1.05884970234063,175530926.0,,297518835.3333333,160514086.22038466,201.86999999999998,2,130.42,6.0,0.8704531221749234,0.8744142938205154,398.0,41.0,173.0,1.0,1,1,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
SD-1014-01,2026-01-26,AREA 1,KEPULAUAN RIAU,445576286,417.15,1068144.0137086418,1.031298646906014,221563764.0,237665844.0,278530067.5,136450752.28358516,404.49,2,203.92,8.0,0.9540116512743086,0.8943136331839637,264.6666666666667,164.0,329.0,3.0,1,1,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
SD-1014-01,2026-02-09,AREA 1,KEPULAUAN RIAU,348007599,301.49,1154292.3064017943,1.0353720582653232,445576286.0,479359736.0,330507678.0,154147429.1882092,291.19,2,363.63,9.0,0.8717008061440537,0.8891705796238845,462.5,75.0,310.0,2.0,2,1,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
SD-1014-01,2026-02-16,AREA 1,KEPULAUAN RIAU,538182106,513.97,1047107.9937134853,1.0301444886027202,348007599.0,175530926.0,297669643.75,122638025.4605073,498.93,2,266.41,12.0,0.8836445360163013,0.8949525289023967,185.75,199.0,361.0,3.0,2,1,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
SD-1014-01,2026-02-23,AREA 1,KEPULAUAN RIAU,251938112,202.14999999999998,1246292.8495526665,0.9999999505317858,538182106.0,221563764.0,388332438.75,135609321.70718884,202.14999999999998,2,445.49,13.0,0.866762634652555,0.8940299070218046,295.5,64.0,153.0,1.0,2,1,9,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686
SD-1014-01,2026-03-02,AREA 1,KEPULAUAN RIAU,228043362,218.46,1043867.763257907,1.2104387627194835,251938112.0,445576286.0,395926025.75,123464752.91793433,180.48,1,182.95,8.0,0.9050209792223112,0.8817822390088053,221.5,105.0,347.0,2.0,3,1,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
SD-1014-01,2026-03-09,AREA 1,KEPULAUAN RIAU,177944228,156.22,1139061.6861437918,1.0098254033726306,228043362.0,348007599.0,341542794.75,140972731.20260423,154.70000000000002,2,199.32,8.0,0.912386665184168,0.8919537037688339,354.25,234.0,509.0,3.0,3,1,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
SD-1014-01,2026-03-16,AREA 1,KEPULAUAN RIAU,321067434,270.99,1184794.354596319,1.0959274842913622,177944228.0,538182106.0,299026952.0,162390724.93819508,247.27,2,139.24,12.0,0.8913070739145389,0.8938693382433933,256.5,117.0,107.0,2.0,3,1,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
SD-1014-01,2026-03-23,AREA 1,KEPULAUAN RIAU,215408076,205.66,1047398.9376933319,1.004984313673558,321067434.0,251938112.0,244748284.0,59492695.91154112,204.64,1,239.54,9.0,0.8839440243572079,0.8981646856695564,218.25,136.0,596.0,3.0,3,1,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16
SD-1014-01,2026-03-30,AREA 1,KEPULAUAN RIAU,460637403,416.87,1104990.5053136349,1.0174260850456134,215408076.0,228043362.0,235615775.0,60810322.30562686,409.73,2,187.0,7.0,0.9092676792148362,0.8992263606676878,375.0,47.0,84.0,1.0,3,1,14,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288
SD-1014-01,2026-04-06,AREA 1,KEPULAUAN RIAU,207655031,191.92000000000002,1081987.3915179558,1.132404936723806,460637403.0,177944228.0,293764285.25,126683438.20812182,169.48,1,382.94,11.0,0.9186076973970855,0.9007816187209171,457.0,51.0,84.0,1.0,4,2,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
SD-1014-01,2026-04-13,AREA 1,KEPULAUAN RIAU,65584787,50.77,1291801.7349218563,1.178231334826796,207655031.0,321067434.0,301191986.0,118217195.02828218,43.09,1,173.22,4.0,0.9025635211252854,0.9035957305236036,106.0,25.0,74.0,1.0,4,2,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
SD-1014-01,2026-04-27,AREA 1,KEPULAUAN RIAU,313129799,291.82,1073023.7415864663,1.1016648004203708,65584787.0,215408076.0,237321324.25,164036366.55627918,264.89,2,47.64,4.0,0.9383492341246337,0.9171970329654602,297.6666666666667,71.0,348.0,3.0,4,2,18,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557
SD-1014-01,2026-05-04,AREA 1,KEPULAUAN RIAU,140457053,121.56,1155454.437688842,1.0087965967803654,313129799.0,460637403.0,261751755.0,166936254.56791487,120.5,1,266.73,13.0,0.9140223112184803,0.9183856909663711,0.0,0.0,0.0,0.0,5,2,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
SD-1014-01,2026-05-11,AREA 1,KEPULAUAN RIAU,599825043,539.27,1112290.7483766805,1.0917059519463541,140457053.0,207655031.0,181706667.5,105089135.0058754,493.96999999999997,2,106.22,8.0,0.8738071015295243,0.907185541999481,280.0,153.0,368.0,2.0,5,2,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
SD-1014-01,2026-05-18,AREA 1,KEPULAUAN RIAU,20362320,19.8,1028399.4806063229,1.0227267444593262,599825043.0,65584787.0,279749170.5,237228095.35217378,19.36,1,496.97999999999996,13.0,0.921579154754035,0.9119394504066684,275.6666666666667,214.0,298.0,3.0,5,2,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
SD-1014-01,2026-05-25,AREA 1,KEPULAUAN RIAU,74472238,67.08,1110200.162462707,1.1531715397676567,20362320.0,313129799.0,268443553.75,251485847.74313042,58.17,2,17.74,6.0,0.895959143454978,0.9013419277392545,289.0,100.0,40.0,1.0,5,2,22,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096
SD-1014-01,2026-06-01,AREA 1,KEPULAUAN RIAU,62919768,54.09,1163241.9369121948,1.1187174521783967,74472238.0,140457053.0,208779163.5,265282269.67318463,48.35,1,61.01,6.0,0.9095108960180536,0.9002140739391478,0.0,0.0,0.0,0.0,6,2,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
SD-1014-01,2026-06-08,AREA 1,KEPULAUAN RIAU,301479415,263.04,1146135.2020173662,1.108096675874266,62919768.0,599825043.0,189394842.25,274607655.0523353,237.38,2,50.5,6.0,0.9336289640175699,0.9151695395611591,498.0,63.0,102.0,1.0,6,2,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
SD-1014-01,2026-06-15,AREA 1,KEPULAUAN RIAU,435618262,410.73,1060595.1632314376,1.0572472635782837,301479415.0,20362320.0,114808435.25,126603799.263968,388.49,2,230.27,14.0,0.8754181540671323,0.9036292893894334,154.0,54.0,39.0,1.0,6,2,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
SD-1014-01,2026-06-22,AREA 1,KEPULAUAN RIAU,286566057,240.56,1191245.6147636508,1.0317820702645477,435618262.0,74472238.0,218622420.75,181636145.3347371,233.15,1,375.03,12.0,0.9130815642129485,0.907909894578926,301.0,5.0,169.0,1.0,6,2,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0
SD-1014-01,2026-06-29,AREA 1,KEPULAUAN RIAU,318630974,266.07,1197545.615907633,1.0088726724728825,286566057.0,62919768.0,271645875.5,154451916.33827657,263.73,1,215.74,7.0,0.8968240398726289,0.9047381805425698,367.5,72.0,328.0,2.0,6,2,27,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054
SD-1014-01,2026-07-13,AREA 1,KEPULAUAN RIAU,417335539,403.55,1034160.6459135016,1.0525835036755393,318630974.0,301479415.0,335573677.0,67970924.40192711,383.39,2,241.84,6.0,0.908933705080103,0.8985643658082032,90.0,11.0,179.0,1.0,7,3,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
SD-1014-01,2026-07-20,AREA 1,KEPULAUAN RIAU,256052285,204.36,1252947.1152404035,1.0509642041160092,417335539.0,435618262.0,364537708.0,73091410.12336089,194.45,1,358.5,12.0,0.8883657319200662,0.9018012602714367,325.1666666666667,230.0,825.0,4.0,7,3,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
SD-1014-01,2026-07-27,AREA 1,KEPULAUAN RIAU,82071737,73.09,1122885.8362449259,1.045935740421331,256052285.0,286566057.0,319646213.75,69958843.91081877,69.88,1,176.89,8.0,0.8655803060491138,0.889925945730478,332.0,124.0,301.0,2.0,7,3,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936566
SD-1014-01,2026-08-03,AREA 1,KEPULAUAN RIAU,252799735,226.29000000000002,1117149.3385854727,1.1101898096359806,82071737.0,318630974.0,268522633.75,140920276.5495217,203.83,2,65.48,2.0,0.8958816670020978,0.8896903525128451,0.0,0.0,0.0,0.0,8,3,32,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
SD-1014-01,2026-08-10,AREA 1,KEPULAUAN RIAU,208939429,198.66,1051743.7757100686,1.0873562623231383,252799735.0,417335539.0,252064824.0,136904466.45234677,182.7,1,190.2,3.0,0.8405143470540302,0.872585513006327,170.5,68.0,139.0,1.0,8,3,33,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
SD-1014-01,2026-08-17,AREA 1,KEPULAUAN RIAU,306227384,255.86,1196855.2021865393,1.0887659111163444,208939429.0,256052285.0,199965796.5,81479352.38516362,235.0,1,176.59,8.0,0.8889056232303623,0.8727204858339009,304.0,103.0,156.0,2.0,8,3,34,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
SD-1014-01,2026-08-24,AREA 1,KEPULAUAN RIAU,105281709,95.98,1096912.8780044927,1.026963296922395,306227384.0,82071737.0,212509571.25,95626182.33022723,93.46,1,231.07,7.0,0.9031110410728116,0.8821031695898255,79.0,174.0,330.0,1.0,8,3,35,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
SD-1014-01,2026-08-31,AREA 1,KEPULAUAN RIAU,508809172,462.36,1100461.0281931607,1.0874452917012727,105281709.0,252799735.0,218312064.25,85209957.12547505,425.18,2,79.07,2.0,0.8238173761390521,0.864087096874064,180.0,58.0,131.0,2.0,8,3,36,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359
SD-1014-01,2026-09-07,AREA 1,KEPULAUAN RIAU,210927404,207.41,1016958.6511277831,1.1082553508813597,508809172.0,208939429.0,282314423.5,171848938.12014702,187.15,2,412.03,9.0,0.8911454085313304,0.8767448622433891,332.0,26.0,57.0,1.0,9,3,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
SD-1014-01,2026-09-14,AREA 1,KEPULAUAN RIAU,218625323,198.16,1103276.7055270132,1.0072175964614416,210927404.0,306227384.0,282811417.25,171568646.4393913,196.74,2,186.15,11.0,0.8974976665783875,0.8788928730803954,172.0,93.0,360.0,2.0,9,3,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
SD-1014-01,2026-09-21,AREA 1,KEPULAUAN RIAU,22804738,23.28,979584.5448519996,1.2317453800288996,218625323.0,105281709.0,260910902.0,173166989.00820693,18.9,1,181.37,11.0,0.9152704423056902,0.8819327233886151,244.5,90.0,145.0,2.0,9,3,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
SD-1014-01,2026-09-28,AREA 1,KEPULAUAN RIAU,259681783,250.81,1035372.4837377901,1.0627091622088403,22804738.0,508809172.0,240291659.25,200610655.40089947,236.01,2,20.490000000000002,8.0,0.8801542611021216,0.8960169446293824,288.0,96.0,175.0,1.0,9,3,40,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232
SD-1014-01,2026-10-05,AREA 1,KEPULAUAN RIAU,305808686,278.36,1098608.5465365518,1.0581615959035355,259681783.0,210927404.0,178009812.0,105660010.47264744,263.06,2,229.47000000000003,8.0,0.9149156367403359,0.9019595016816339,271.0,116.0,215.0,2.0,10,4,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
SD-1014-01,2026-10-12,AREA 1,KEPULAUAN RIAU,301557198,268.72,1122198.5217996978,1.0198489119188998,305808686.0,218625323.0,201730132.5,124486255.40374385,263.49,1,254.22,11.0,0.9132777369852804,0.905904519283357,18.0,26.0,127.0,1.0,10,4,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
SD-1014-01,2026-10-19,AREA 1,KEPULAUAN RIAU,172117359,163.82,1050649.1789372982,1.1513106225798984,301557198.0,22804738.0,222463101.25,134723240.91125298,142.29000000000002,2,227.3,3.0,0.8458618321724535,0.8885523667500478,200.0,151.0,275.0,2.0,10,4,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
SD-1014-01,2026-10-26,AREA 1,KEPULAUAN RIAU,298488203,269.24,1108632.4168536467,1.068709519759079,172117359.0,259681783.0,259791256.5,62044935.26054753,251.93,1,140.53,10.0,0.8578317142087832,0.8829717300267133,0.0,0.0,0.0,0.0,10,4,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548
SD-1014-01,2026-11-02,AREA 1,KEPULAUAN RIAU,691987011,608.3000000000001,1137575.2089828174,1.0359861533118833,298488203.0,305808686.0,269492861.5,64986355.234846964,587.1700000000001,2,251.86,8.0,0.9354478927556125,0.8881047940305323,293.0,85.0,132.0,1.0,11,4,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
SD-1014-01,2026-11-09,AREA 1,KEPULAUAN RIAU,98571695,91.5,1077286.1664168125,1.088378602548043,691987011.0,301557198.0,366037442.75,225513282.44532245,84.07,1,547.3,14.0,0.8997205178411881,0.8847154892445093,427.0,66.0,12.0,1.0,11,4,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
SD-1014-01,2026-11-16,AREA 1,KEPULAUAN RIAU,362499612,304.1,1192040.776322237,1.1440932601921272,98571695.0,172117359.0,315291067.0,264353404.44639465,265.8,2,84.48,3.0,0.9232785876198265,0.9040696781063526,279.3333333333333,159.0,349.0,3.0,11,4,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
SD-1014-01,2026-11-23,AREA 1,KEPULAUAN RIAU,198284263,204.35999999999999,970269.3937037878,1.1851765246664427,362499612.0,298488203.0,362886630.25,246520285.04865208,172.43,2,264.52,11.0,0.8698454169731858,0.9070731037974533,278.0,92.0,183.0,1.0,11,4,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
SD-1014-01,2026-11-30,AREA 1,KEPULAUAN RIAU,331065104,287.18,1152813.8884040015,1.04186616449477,198284263.0,691987011.0,337835645.25,259970079.87815028,275.64,2,181.41,14.0,0.8876981362449532,0.8951356646697884,441.0,140.0,188.0,2.0,11,4,49,-0.5000000000000004,0.8660254037844384,-0.35460488704253595,0.9350162426854147
SD-1014-01,2026-12-07,AREA 1,KEPULAUAN RIAU,393897310,341.15000000000003,1154616.1467209102,1.068832600136832,331065104.0,98571695.0,247605168.5,122215413.54462892,319.18,2,266.92,10.0,0.9294518793282305,0.902568505041549,370.5,53.0,233.0,2.0,12,4,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
SD-1014-01,2026-12-14,AREA 1,KEPULAUAN RIAU,264229347,230.66000000000003,1145536.0077371018,1.0147821814878055,393897310.0,362499612.0,321436572.25,86015370.03360264,227.3,2,306.17,10.0,0.8974644321423294,0.8961149661721747,0.0,0.0,0.0,0.0,12,4,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
SD-1014-01,2026-12-21,AREA 1,KEPULAUAN RIAU,547747206,485.89,1127306.9927904054,1.1430553979708433,264229347.0,198284263.0,296869006.0,84396215.92534894,425.08,2,205.93,11.0,0.8927858799624607,0.9018500819194935,115.0,45.0,345.0,2.0,12,4,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
SD-1014-01,2026-12-28,AREA 1,KEPULAUAN RIAU,248442530,229.93,1080513.7180657713,1.032465153459131,547747206.0,331065104.0,384234741.75,121185802.71338582,222.7,2,431.12,11.0,0.8872789955076459,0.9017452967351667,243.66666666666666,364.0,397.0,5.0,12,4,53,-2.4492935982947064e-16,1.0,0.12053668025532314,0.992708874098054
SD-1014-02,2025-12-29,AREA 1,KEPULAUAN RIAU,178468121,159.71,1117451.0664672803,1.0548179740560086,,,,0.0,151.41,1,,,,,0.0,0.0,0.0,0.0,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054
SD-1014-02,2026-01-05,AREA 1,KEPULAUAN RIAU,466385495,418.32,1114901.2331492344,1.0858685212888455,178468121.0,,,0.0,385.24,2,133.74,3.0,0.8373927219715283,,468.0,70.0,33.0,1.0,1,1,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
SD-1014-02,2026-01-19,AREA 1,KEPULAUAN RIAU,248161255,204.87,1211310.7965387418,0.999999951188561,466385495.0,,322426808.0,203588327.57682335,204.87,2,375.49,13.0,0.8976142451325722,0.8675034835520502,270.0,109.0,314.0,3.0,1,1,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
SD-1014-02,2026-01-26,AREA 1,KEPULAUAN RIAU,497488036,437.86,1136180.5705892164,1.0642652018797045,248161255.0,,297671623.6666667,150208391.96561524,411.42,2,185.88,8.0,0.9073070284908952,0.8807713318649985,0.0,0.0,0.0,0.0,1,1,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
SD-1014-02,2026-02-02,AREA 1,KEPULAUAN RIAU,144477331,129.88,1112390.8213434846,1.0504690188879795,497488036.0,178468121.0,347625726.75,158187727.0967582,123.64000000000001,1,373.07,14.0,0.8520303098700427,0.8735860763662595,391.8,186.0,644.0,5.0,2,1,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
SD-1014-02,2026-02-09,AREA 1,KEPULAUAN RIAU,334347674,299.11,1117808.374249996,1.0580473626442393,144477331.0,466385495.0,339128029.25,170720241.59780183,282.7,2,122.33,5.0,0.9418693454058096,0.8997052322248299,242.0,222.0,318.0,3.0,2,1,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
SD-1014-02,2026-02-16,AREA 1,KEPULAUAN RIAU,66912919,55.44,1206942.7657029643,1.0620687620557925,334347674.0,248161255.0,306118574.0,149338647.97525597,52.2,1,275.07,6.0,0.9196281996714185,0.9052087208595414,68.0,104.0,240.0,2.0,2,1,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
