year_month,province_desc,district_desc,brand,material_desc,soldto_desc,segment,total_revenue,total_quantity,avg_price_per_ton,n_transactions,year,month
2026-02,KALIMANTAN TIMUR,KOTA BALIKPAPAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Timur 03,MB,36307182,32.59,36307182.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA BALIKPAPAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Timur 01,MB,112313803,87.52,112313803.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA BALIKPAPAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Timur 03,MB,20761774,18.11,20761774.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Timur 01,FB,209076995,206.15,104538497.5,2,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Timur 01,FB,178449219,148.7,178449219.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Timur 01,MB,178077699,148.9,178077699.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Timur 03,FB,146097816,114.02,146097816.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Timur 03,MB,173156942,148.62,86578471.0,2,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Timur 01,FB,326833827,281.61,163416913.5,2,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Timur 03,MB,92872591,73.33,92872591.0,1,2026,2
2026-02,KALIMANTAN TIMUR,KOTA SAMARINDA,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Timur 01,FB,28637696,25.96,28637696.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 01,MB,207674033,188.54,69224677.66666667,3,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 02,MB,110386504,97.42,110386504.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 03,MB,37473532,38.68,37473532.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 01,MB,112760101,93.32,56380050.5,2,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 02,FB,23704597,23.11,23704597.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 03,FB,214753634,190.45,71584544.66666667,3,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 01,FB,141831793,143.87,141831793.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 01,MB,96356014,95.58,96356014.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 03,FB,104145773,96.92,104145773.0,1,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 03,MB,220235829,199.29,110117914.5,2,2026,2
2026-02,KALIMANTAN UTARA,KABUPATEN BULUNGAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 03,MB,71874622,56.42,71874622.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 01,FB,29367446,24.55,29367446.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 02,FB,66679815,63.37,66679815.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 02,MB,152558675,144.06,152558675.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen PCC Premium,PT Distributor Kalimantan Utara 03,FB,19687378,17.57,19687378.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 01,MB,27876859,28.84,27876859.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 02,FB,124424701,119.78999999999999,62212350.5,2,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 02,MB,37613948,39.55,37613948.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Komposit,PT Distributor Kalimantan Utara 03,FB,12868129,10.93,12868129.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 01,FB,137110406,119.95,137110406.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 01,MB,145898480,128.4,145898480.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 02,MB,218599253,181.55,109299626.5,2,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Portland Tipe I,PT Distributor Kalimantan Utara 03,FB,92829451,74.94,92829451.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 01,MB,68014634,64.99,68014634.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 02,FB,39555406,34.07,39555406.0,1,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 02,MB,45623884,39.38,22811942.0,2,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 03,FB,144773196,119.80000000000001,72386598.0,2,2026,2
2026-02,KALIMANTAN UTARA,KOTA TARAKAN,Atlas,Atlas Semen Tecton Khusus,PT Distributor Kalimantan Utara 03,MB,58550088,48.96,58550088.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Kepulauan Bangka Belitung 01,FB,124022555,116.68,124022555.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Kepulauan Bangka Belitung 03,FB,84290969,82.02,84290969.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 01,MB,135449613,111.15,135449613.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 01,FB,417188494,385.23,104297123.5,4,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 01,MB,138730116,115.95,138730116.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 02,MB,194048722,167.87,97024361.0,2,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 03,FB,122292849,107.24,122292849.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 01,MB,42228018,35.41,42228018.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 02,MB,31522065,24.7,31522065.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 01,FB,141815705,146.92,141815705.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen PCC Premium,PT Distributor Kepulauan Bangka Belitung 03,MB,80977565,76.36,80977565.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 01,MB,37748726,37.66,37748726.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 02,MB,146911159,132.92,146911159.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 03,FB,103255330,81.4,103255330.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 03,MB,219830585,195.86,109915292.5,2,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 02,FB,54414259,44.17,54414259.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 03,FB,150494287,130.27,150494287.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,Tecton,Tecton Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 03,MB,67543288,64.41,67543288.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Kinetiq,Kinetiq Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 03,MB,162186928,148.76,162186928.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 03,FB,115016555,113.13,115016555.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 02,MB,92605861,82.28,46302930.5,2,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 02,MB,26441389,25.95,26441389.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 01,FB,52637374,44.35,52637374.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 01,MB,77747623,61.97,77747623.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 01,MB,58101240,52.95,58101240.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen PCC Premium,PT Distributor Kepulauan Bangka Belitung 02,FB,120731830,120.72,120731830.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen PCC Premium,PT Distributor Kepulauan Bangka Belitung 02,MB,120469261,112.65,120469261.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 01,FB,139017215,115.08,139017215.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Portland Komposit,PT Distributor Kepulauan Bangka Belitung 02,FB,93437024,92.43,93437024.0,1,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 02,FB,174633123,147.08,87316561.5,2,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 03,FB,180275843,154.28,90137921.5,2,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Portland Tipe I,PT Distributor Kepulauan Bangka Belitung 03,MB,127475719,122.45,42491906.333333336,3,2026,2
2026-02,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,Tecton,Tecton Semen Tecton Khusus,PT Distributor Kepulauan Bangka Belitung 02,MB,26167563,22.04,26167563.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen PCC Premium,PT Distributor Kepulauan Riau 03,MB,28084973,28.33,28084973.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen Portland Komposit,PT Distributor Kepulauan Riau 01,MB,116862690,98.15,116862690.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen Portland Tipe I,PT Distributor Kepulauan Riau 01,FB,122946787,109.64,122946787.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen Portland Tipe I,PT Distributor Kepulauan Riau 02,FB,66581259,56.92,66581259.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen Portland Tipe I,PT Distributor Kepulauan Riau 03,FB,128690794,134.61,128690794.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,Fonda,Fonda Semen Tecton Khusus,PT Distributor Kepulauan Riau 03,MB,47642098,46.12,47642098.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Kepulauan Riau 03,FB,133824293,131.69,66912146.5,2,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Kepulauan Riau 01,FB,101658461,105.59,101658461.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Kepulauan Riau 02,FB,155023496,135.52,155023496.0,1,2026,2
2026-02,KEPULAUAN RIAU,KABUPATEN BINTAN,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Kepulauan Riau 01,FB,122875870,97.21,122875870.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen PCC Premium,PT Distributor Kepulauan Riau 02,MB,32251976,24.97,32251976.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen PCC Premium,PT Distributor Kepulauan Riau 03,FB,95431107,76.87,95431107.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen Portland Komposit,PT Distributor Kepulauan Riau 01,MB,237395208,231.09,79131736.0,3,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen Portland Komposit,PT Distributor Kepulauan Riau 02,MB,47151875,38.87,47151875.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen Portland Komposit,PT Distributor Kepulauan Riau 03,FB,151511715,131.69,151511715.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen Portland Tipe I,PT Distributor Kepulauan Riau 02,FB,141682733,127.35,141682733.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,Fonda,Fonda Semen Tecton Khusus,PT Distributor Kepulauan Riau 03,FB,74176549,61.69,74176549.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Kepulauan Riau 02,FB,22963190,22.86,22963190.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Kepulauan Riau 02,MB,151719088,128.66,151719088.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Kepulauan Riau 01,FB,132876011,130.78,132876011.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Kepulauan Riau 01,MB,129062242,104.94,129062242.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Kepulauan Riau 02,MB,97325456,91.01,97325456.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA BATAM,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Kepulauan Riau 03,MB,168879951,131.18,168879951.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,Fonda,Fonda Semen PCC Premium,PT Distributor Kepulauan Riau 01,FB,162721762,147.66,162721762.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,Fonda,Fonda Semen PCC Premium,PT Distributor Kepulauan Riau 02,MB,92540521,87.07,92540521.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,Fonda,Fonda Semen Portland Tipe I,PT Distributor Kepulauan Riau 02,MB,63820467,53.66,63820467.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Kepulauan Riau 02,FB,66912919,55.44,66912919.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Kepulauan Riau 01,MB,75666587,59.54,75666587.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Kepulauan Riau 02,MB,14774523,14.22,14774523.0,1,2026,2
2026-02,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Kepulauan Riau 03,FB,22866929,18.72,22866929.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 01,FB,69347621,67.06,34673810.5,2,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 02,MB,53150665,55.25,53150665.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 03,MB,65521730,50.87,65521730.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 01,MB,42054448,43.34,42054448.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 03,MB,164303489,160.12,82151744.5,2,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 01,FB,144145041,141.84,144145041.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 01,MB,22250943,19.89,22250943.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 02,MB,33184265,31.43,33184265.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 02,MB,132697694,118.22,132697694.0,1,2026,2
2026-02,LAMPUNG,KABUPATEN LAMPUNG SELATAN,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 03,FB,85203682,86.64,85203682.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 01,FB,61371985,48.81,61371985.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 01,MB,143297402,133.32,143297402.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 02,MB,126882905,118.6,126882905.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 03,MB,100860410,81.13,100860410.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 03,MB,65824548,55.32,65824548.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 03,FB,181081565,148.65,181081565.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 03,MB,34088503,26.33,34088503.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 01,FB,196333991,169.69,98166995.5,2,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 01,MB,130061558,124.48,130061558.0,1,2026,2
2026-02,LAMPUNG,KOTA BANDAR LAMPUNG,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 02,FB,264306646,226.64,88102215.33333333,3,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 02,FB,19295416,18.6,19295416.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 02,MB,136732652,115.51,136732652.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen PCC Premium,PT Distributor Lampung 03,MB,133356391,117.41,133356391.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 01,MB,91790865,75.93,91790865.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 02,FB,36453261,31.13,36453261.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Portland Komposit,PT Distributor Lampung 02,MB,12263467,11.99,12263467.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 01,FB,28579743,28.5,28579743.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Portland Tipe I,PT Distributor Lampung 02,FB,90998222,79.1,90998222.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 01,FB,71788304,59.37,71788304.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 01,MB,13046357,10.14,13046357.0,1,2026,2
2026-02,LAMPUNG,KOTA METRO,Monolith,Monolith Semen Tecton Khusus,PT Distributor Lampung 02,MB,97372628,97.09,97372628.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen PCC Premium,PT Distributor Maluku 01,FB,385998106,352.84,128666035.33333333,3,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen PCC Premium,PT Distributor Maluku 01,MB,160049403,147.29999999999998,80024701.5,2,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen PCC Premium,PT Distributor Maluku 03,FB,144923384,119.68,144923384.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Komposit,PT Distributor Maluku 01,MB,221751930,208.78000000000003,110875965.0,2,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Komposit,PT Distributor Maluku 03,FB,132966287,108.82,132966287.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 01,FB,261170986,207.29000000000002,130585493.0,2,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 01,MB,112325459,97.78,112325459.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 02,FB,16850949,15.62,16850949.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 02,MB,66592154,53.87,66592154.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 03,FB,72307574,59.52,72307574.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Portland Tipe I,PT Distributor Maluku 03,MB,142065450,129.38,142065450.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Tecton Khusus,PT Distributor Maluku 01,FB,146999491,118.28999999999999,73499745.5,2,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Tecton Khusus,PT Distributor Maluku 01,MB,57968954,53.2,57968954.0,1,2026,2
2026-02,MALUKU,KABUPATEN MALUKU TENGAH,Atlas,Atlas Semen Tecton Khusus,PT Distributor Maluku 02,FB,107770903,87.97,107770903.0,1,2026,2
