kode_toko,nama_toko,kode_gudang,nama_gudang,kode_distributor,provinsi,year_month,total_volume,n_transactions,avg_daily_vol,year,month
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-11,38.29,3,12.763333333333334,2026,11
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-12,87.15,6,14.525,2026,12
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-01,67.28,5,13.456,2026,1
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-02,47.37,5,9.474,2026,2
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-03,40.410000000000004,3,13.47,2026,3
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-04,137.2,5,27.439999999999998,2026,4
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-05,14.83,1,14.83,2026,5
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-06,18.92,2,9.46,2026,6
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-07,86.59,5,17.318,2026,7
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-08,11.81,2,5.905,2026,8
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-09,60.61,2,30.305,2026,9
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-10,133.2,3,44.4,2026,10
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-11,7.05,2,3.525,2026,11
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-12,19.06,2,9.53,2026,12
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-01,69.17,6,11.528333333333334,2026,1
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-02,48.78,2,24.39,2026,2
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-03,8.790000000000001,2,4.3950000000000005,2026,3
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-04,4.77,1,4.77,2026,4
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-05,137.48000000000002,8,17.185000000000002,2026,5
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-06,22.509999999999998,2,11.254999999999999,2026,6
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-07,38.3,3,12.766666666666666,2026,7
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-08,61.47,5,12.294,2026,8
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-09,12.74,1,12.74,2026,9
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-10,27.79,2,13.895,2026,10
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-11,56.49,4,14.1225,2026,11
TK-WH-1018-02-7,TB Makmur 7,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-12,29.73,3,9.91,2026,12
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-01,0.63,1,0.63,2026,1
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-02,126.0,5,25.2,2026,2
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-03,7.07,1,7.07,2026,3
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-04,103.93,4,25.9825,2026,4
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-05,171.07,8,21.38375,2026,5
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-06,69.55,3,23.183333333333334,2026,6
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-07,74.59,8,9.32375,2026,7
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-08,80.5,4,20.125,2026,8
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-09,12.48,1,12.48,2026,9
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-10,24.78,3,8.26,2026,10
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-11,29.01,3,9.67,2026,11
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,BENGKULU,2026-12,59.86,5,11.972,2026,12
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-01,14.959999999999999,3,4.986666666666666,2026,1
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-02,107.95,5,21.59,2026,2
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-03,92.86,5,18.572,2026,3
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-04,75.92,5,15.184000000000001,2026,4
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-05,18.1,2,9.05,2026,5
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-06,11.81,2,5.905,2026,6
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-07,235.25,7,33.607142857142854,2026,7
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-08,26.6,3,8.866666666666667,2026,8
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-09,47.79,2,23.895,2026,9
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-10,14.07,2,7.035,2026,10
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-11,12.64,3,4.213333333333334,2026,11
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,BENGKULU,2026-12,13.06,1,13.06,2026,12
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-01,76.05,6,12.674999999999999,2026,1
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-02,81.64,3,27.213333333333335,2026,2
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-03,55.13,2,27.565,2026,3
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-04,65.91,3,21.97,2026,4
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-05,83.98,5,16.796,2026,5
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-06,17.119999999999997,2,8.559999999999999,2026,6
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-07,101.09,4,25.2725,2026,7
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-08,34.93,7,4.99,2026,8
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-09,19.91,1,19.91,2026,9
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-10,38.46,2,19.23,2026,10
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-11,81.16,4,20.29,2026,11
TK-WH-1018-02-8,TB Sentosa 8,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,BENGKULU,2026-12,116.37,4,29.0925,2026,12
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-01,65.58,3,21.86,2026,1
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-02,235.98999999999998,7,33.71285714285714,2026,2
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-03,86.52,4,21.63,2026,3
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-04,205.45999999999998,4,51.364999999999995,2026,4
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-05,166.74,3,55.580000000000005,2026,5
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-06,31.17,1,31.17,2026,6
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-07,148.89,4,37.2225,2026,7
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-08,57.92,4,14.48,2026,8
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-09,143.83,1,143.83,2026,9
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-10,246.64000000000001,5,49.328,2026,10
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-11,20.15,1,20.15,2026,11
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-12,47.32,1,47.32,2026,12
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-01,157.87,6,26.311666666666667,2026,1
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-02,44.39,2,22.195,2026,2
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-03,4.33,1,4.33,2026,3
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-04,105.3,2,52.65,2026,4
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-05,76.27000000000001,4,19.067500000000003,2026,5
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-06,2.69,1,2.69,2026,6
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-07,16.45,1,16.45,2026,7
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-08,40.36,2,20.18,2026,8
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-09,149.74,5,29.948,2026,9
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-10,132.65,3,44.21666666666667,2026,10
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-11,311.82,4,77.955,2026,11
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-12,291.48,5,58.29600000000001,2026,12
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-01,118.08,2,59.04,2026,1
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-02,139.97,3,46.656666666666666,2026,2
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-03,71.07,2,35.535,2026,3
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-04,294.55,5,58.910000000000004,2026,4
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-05,3.34,1,3.34,2026,5
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-06,38.87,2,19.435,2026,6
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-07,165.0,4,41.25,2026,7
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-08,86.42999999999999,2,43.214999999999996,2026,8
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-09,295.46999999999997,6,49.245,2026,9
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-10,163.69,6,27.281666666666666,2026,10
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-11,10.07,2,5.035,2026,11
TK-WH-1019-01-1,TB Makmur 1,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-12,305.7,5,61.14,2026,12
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-01,54.769999999999996,2,27.384999999999998,2026,1
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-02,218.08999999999997,7,31.155714285714282,2026,2
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-03,46.49,3,15.496666666666668,2026,3
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-04,190.01,4,47.5025,2026,4
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-05,70.14,2,35.07,2026,5
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-06,169.25,3,56.416666666666664,2026,6
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-07,56.21,5,11.242,2026,7
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-08,142.3,5,28.46,2026,8
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-09,11.35,1,11.35,2026,9
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-10,147.78000000000003,3,49.26000000000001,2026,10
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-11,79.42,2,39.71,2026,11
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-12,181.67000000000002,3,60.55666666666667,2026,12
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-01,253.23,8,31.65375,2026,1
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-02,112.11,6,18.685,2026,2
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-03,185.26999999999998,3,61.75666666666666,2026,3
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-04,9.37,1,9.37,2026,4
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-05,295.84000000000003,4,73.96000000000001,2026,5
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-06,7.57,1,7.57,2026,6
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-07,151.74,3,50.580000000000005,2026,7
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-08,96.89,3,32.29666666666667,2026,8
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-09,49.85,3,16.616666666666667,2026,9
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-10,7.88,2,3.94,2026,10
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-11,2.94,1,2.94,2026,11
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-12,71.02,3,23.673333333333332,2026,12
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-01,30.88,1,30.88,2026,1
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-02,137.29000000000002,4,34.322500000000005,2026,2
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-03,233.37,4,58.3425,2026,3
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-04,66.67,3,22.223333333333333,2026,4
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-05,144.76999999999998,2,72.38499999999999,2026,5
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-06,321.73,6,53.62166666666667,2026,6
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-07,54.06,1,54.06,2026,7
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-08,85.66,2,42.83,2026,8
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-09,221.35,7,31.62142857142857,2026,9
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-10,191.8,7,27.400000000000002,2026,10
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-11,215.63,4,53.9075,2026,11
TK-WH-1019-01-2,TB Makmur 2,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-12,217.71999999999997,4,54.42999999999999,2026,12
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-01,88.95,3,29.650000000000002,2026,1
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-02,103.37,5,20.674,2026,2
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-03,40.120000000000005,3,13.373333333333335,2026,3
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-04,164.84,4,41.21,2026,4
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-05,132.45999999999998,2,66.22999999999999,2026,5
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-06,225.88000000000002,4,56.470000000000006,2026,6
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-07,125.52000000000001,5,25.104000000000003,2026,7
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-08,43.07,4,10.7675,2026,8
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-09,138.87,2,69.435,2026,9
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-10,109.72999999999999,4,27.432499999999997,2026,10
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-11,265.88,4,66.47,2026,11
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-01,LAMPUNG,2026-12,68.18,3,22.72666666666667,2026,12
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-01,138.31,5,27.662,2026,1
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-02,316.60999999999996,6,52.768333333333324,2026,2
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-04,356.22,5,71.244,2026,4
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-05,344.14,5,68.828,2026,5
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-06,129.46,2,64.73,2026,6
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-07,37.59,1,37.59,2026,7
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-08,145.22,3,48.406666666666666,2026,8
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-09,108.03,4,27.0075,2026,9
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-10,187.75,4,46.9375,2026,10
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-11,184.28,4,46.07,2026,11
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-02,LAMPUNG,2026-12,98.65,4,24.6625,2026,12
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-01,94.31,3,31.436666666666667,2026,1
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-02,81.19999999999999,4,20.299999999999997,2026,2
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-03,63.56,3,21.186666666666667,2026,3
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-04,63.2,4,15.8,2026,4
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-05,96.33,2,48.165,2026,5
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-06,265.91,4,66.4775,2026,6
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-07,216.09,6,36.015,2026,7
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-08,15.38,1,15.38,2026,8
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-09,96.29,4,24.0725,2026,9
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-10,586.0,9,65.11111111111111,2026,10
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-11,44.78,2,22.39,2026,11
TK-WH-1019-01-3,TB Sentosa 3,WH-1019-01,Gudang Lampung 01,SD-1019-03,LAMPUNG,2026-12,0.04,1,0.04,2026,12
TK-WH-1019-02-1,TB Sentosa 1,WH-1019-02,Gudang Lampung 02,SD-1019-01,LAMPUNG,2026-01,92.71000000000001,4,23.177500000000002,2026,1
TK-WH-1019-02-1,TB Sentosa 1,WH-1019-02,Gudang Lampung 02,SD-1019-01,LAMPUNG,2026-02,121.06,2,60.53,2026,2
TK-WH-1019-02-1,TB Sentosa 1,WH-1019-02,Gudang Lampung 02,SD-1019-01,LAMPUNG,2026-03,149.56,2,74.78,2026,3
TK-WH-1019-02-1,TB Sentosa 1,WH-1019-02,Gudang Lampung 02,SD-1019-01,LAMPUNG,2026-05,61.41,2,30.705,2026,5
TK-WH-1019-02-1,TB Sentosa 1,WH-1019-02,Gudang Lampung 02,SD-1019-01,LAMPUNG,2026-06,31.8,2,15.9,2026,6
