soldto_desc,province_desc,year_month,total_revenue,total_qty,n_products,n_transactions,year,month
PT Distributor Jawa Barat 02,JAWA BARAT,2026-08,925296878,826.16,6,13,2026,8
PT Distributor Jawa Barat 02,JAWA BARAT,2026-09,1081168707,943.83,10,13,2026,9
PT Distributor Jawa Barat 02,JAWA BARAT,2026-10,1122300441,1019.83,9,13,2026,10
PT Distributor Jawa Barat 02,JAWA BARAT,2026-11,882792472,833.0799999999999,9,11,2026,11
PT Distributor Jawa Barat 02,JAWA BARAT,2026-12,1558944811,1311.69,10,15,2026,12
PT Distributor Jawa Barat 03,JAWA BARAT,2026-01,968483541,862.37,7,11,2026,1
PT Distributor Jawa Barat 03,JAWA BARAT,2026-02,1191301480,1097.5,9,13,2026,2
PT Distributor Jawa Barat 03,JAWA BARAT,2026-03,794248954,704.8,8,11,2026,3
PT Distributor Jawa Barat 03,JAWA BARAT,2026-04,1435813968,1252.54,8,16,2026,4
PT Distributor Jawa Barat 03,JAWA BARAT,2026-05,669645750,600.51,7,8,2026,5
PT Distributor Jawa Barat 03,JAWA BARAT,2026-06,1103774758,1009.92,8,10,2026,6
PT Distributor Jawa Barat 03,JAWA BARAT,2026-07,993451948,851.16,7,11,2026,7
PT Distributor Jawa Barat 03,JAWA BARAT,2026-08,617788987,537.4300000000001,7,7,2026,8
PT Distributor Jawa Barat 03,JAWA BARAT,2026-09,982410577,898.44,8,11,2026,9
PT Distributor Jawa Barat 03,JAWA BARAT,2026-10,988511424,855.97,8,11,2026,10
PT Distributor Jawa Barat 03,JAWA BARAT,2026-11,689150398,610.28,8,10,2026,11
PT Distributor Jawa Barat 03,JAWA BARAT,2026-12,880922455,817.68,8,9,2026,12
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-01,2473787377,2204.65,13,27,2026,1
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-02,1601740495,1349.49,12,18,2026,2
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-03,2922939381,2704.1,17,34,2026,3
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-04,1039388308,936.56,11,17,2026,4
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-05,1162239641,989.6800000000001,11,15,2026,5
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-06,2396995066,2100.58,17,25,2026,6
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-07,1823794565,1634.96,13,20,2026,7
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-08,1847955983,1642.52,13,25,2026,8
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-09,2220048098,1899.57,14,31,2026,9
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-10,1861937446,1645.03,11,19,2026,10
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-11,1201238128,1078.78,10,15,2026,11
PT Distributor Jawa Tengah 01,JAWA TENGAH,2026-12,3477622148,3043.69,16,38,2026,12
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-01,2507555008,2183.7,14,27,2026,1
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-02,2332196611,1984.93,13,22,2026,2
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-03,2044158580,1796.78,12,19,2026,3
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-04,2514417710,2223.74,15,22,2026,4
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-05,2434296716,2073.38,13,26,2026,5
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-06,1342970715,1178.87,12,20,2026,6
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-07,3481670399,3086.62,19,38,2026,7
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-08,2851672291,2485.66,19,28,2026,8
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-09,2049386254,1813.17,14,22,2026,9
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-10,2426820929,2057.64,16,28,2026,10
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-11,2475389943,2190.43,15,25,2026,11
PT Distributor Jawa Tengah 02,JAWA TENGAH,2026-12,1972743359,1737.52,14,21,2026,12
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-01,3342008945,2923.95,18,34,2026,1
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-02,1590709961,1453.72,13,20,2026,2
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-03,2062142817,1872.43,14,22,2026,3
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-04,1793370239,1594.51,11,20,2026,4
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-05,2397694609,2079.65,14,24,2026,5
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-06,1977839894,1805.73,13,21,2026,6
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-07,2296700835,2026.06,16,25,2026,7
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-08,1527510236,1324.59,13,16,2026,8
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-09,2107957094,1863.26,13,22,2026,9
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-10,1973649404,1756.32,12,24,2026,10
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-11,1123212834,1023.06,10,16,2026,11
PT Distributor Jawa Tengah 03,JAWA TENGAH,2026-12,2785204218,2426.56,17,26,2026,12
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-01,1364904837,1197.6599999999999,7,13,2026,1
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-02,1274521950,1116.71,5,14,2026,2
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-03,1214050187,1064.91,7,14,2026,3
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-04,897086220,802.99,7,14,2026,4
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-05,1378974608,1257.8500000000001,7,15,2026,5
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-06,831341801,731.0,4,10,2026,6
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-07,1363672941,1169.66,7,15,2026,7
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-08,662460957,597.64,8,10,2026,8
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-09,698812609,587.44,7,8,2026,9
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-10,1037292910,873.75,6,9,2026,10
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-11,1202306638,1063.1100000000001,7,15,2026,11
PT Distributor Jawa Timur 01,JAWA TIMUR,2026-12,1189634836,1013.97,6,12,2026,12
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-01,372675615,333.44,3,4,2026,1
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-02,991614171,911.68,7,13,2026,2
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-03,464921274,386.65,3,5,2026,3
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-04,966972462,915.01,6,11,2026,4
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-05,834502265,734.23,6,10,2026,5
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-06,1151258390,965.71,6,11,2026,6
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-07,1036318609,894.0699999999999,8,17,2026,7
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-08,1473547194,1306.22,7,16,2026,8
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-09,782987625,743.28,6,10,2026,9
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-10,1071251490,977.48,6,11,2026,10
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-11,1716163324,1454.92,5,14,2026,11
PT Distributor Jawa Timur 02,JAWA TIMUR,2026-12,1070195478,932.38,7,12,2026,12
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-01,1370504758,1216.1,7,16,2026,1
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-02,958167747,884.3100000000001,6,11,2026,2
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-03,278575763,260.14,4,7,2026,3
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-04,545997181,481.48,4,5,2026,4
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-05,1167124758,1017.06,8,13,2026,5
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-06,1146514921,1006.29,8,13,2026,6
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-07,894096272,787.32,5,9,2026,7
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-08,873719646,781.89,7,8,2026,8
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-09,1714358917,1484.96,6,14,2026,9
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-10,1410133076,1290.56,6,11,2026,10
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-11,1124913932,991.68,8,10,2026,11
PT Distributor Jawa Timur 03,JAWA TIMUR,2026-12,1193660421,1100.31,6,14,2026,12
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-01,658928022,592.7,5,7,2026,1
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-02,913795378,831.4200000000001,5,10,2026,2
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-03,1496767969,1375.16,6,13,2026,3
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-04,844875118,813.58,6,11,2026,4
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-05,880780731,760.89,5,12,2026,5
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-06,1180796023,1038.23,7,13,2026,6
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-07,827278880,739.09,5,9,2026,7
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-08,683705073,605.55,4,7,2026,8
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-09,1146945370,999.8399999999999,6,14,2026,9
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-10,1253045500,1118.42,6,13,2026,10
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-11,1018686931,905.77,6,11,2026,11
PT Distributor Kalimantan Barat 01,KALIMANTAN BARAT,2026-12,667053017,606.34,6,8,2026,12
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-01,855819202,801.31,6,12,2026,1
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-02,812639682,713.52,6,12,2026,2
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-03,1541158885,1365.13,6,15,2026,3
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-04,1500433761,1373.93,7,15,2026,4
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-05,1043183253,948.29,7,12,2026,5
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-06,834121426,749.01,6,10,2026,6
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-07,519262532,458.32,5,7,2026,7
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-08,1360016761,1216.68,7,13,2026,8
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-09,907796674,824.6,8,13,2026,9
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-10,1314265283,1166.33,7,14,2026,10
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-11,1253869415,1089.24,6,15,2026,11
PT Distributor Kalimantan Barat 02,KALIMANTAN BARAT,2026-12,1339465119,1244.78,6,13,2026,12
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-01,1201257887,1119.05,8,16,2026,1
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-02,773035254,702.67,7,11,2026,2
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-03,601003281,555.36,5,8,2026,3
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-04,1507074487,1325.27,5,15,2026,4
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-05,1008927115,922.36,6,14,2026,5
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-06,867137254,757.62,6,9,2026,6
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-07,1287496935,1117.15,4,13,2026,7
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-08,853235070,766.45,7,12,2026,8
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-09,1316868854,1189.88,7,13,2026,9
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-10,878342054,758.34,6,9,2026,10
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-11,1234114408,1108.39,6,13,2026,11
PT Distributor Kalimantan Barat 03,KALIMANTAN BARAT,2026-12,1148260012,966.55,7,13,2026,12
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-01,1279168743,1141.18,4,15,2026,1
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-02,794851362,696.37,4,11,2026,2
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-03,700226601,633.9100000000001,4,7,2026,3
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-04,980199418,901.3,4,11,2026,4
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-05,960379105,855.62,3,13,2026,5
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-06,1509682370,1367.78,4,16,2026,6
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-07,1123161764,1001.88,3,11,2026,7
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-08,1630213217,1499.14,4,20,2026,8
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-09,1121721331,996.85,4,13,2026,9
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-10,924513857,795.8199999999999,3,9,2026,10
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-11,1105522481,1005.97,3,11,2026,11
PT Distributor Kalimantan Selatan 01,KALIMANTAN SELATAN,2026-12,1267927066,1119.63,3,13,2026,12
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-01,1104928336,972.25,4,12,2026,1
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-02,1041874263,919.32,4,10,2026,2
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-03,1044288495,947.08,4,11,2026,3
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-04,1228423316,1035.45,3,13,2026,4
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-05,1320500264,1210.99,4,14,2026,5
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-06,1632403211,1445.66,4,16,2026,6
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-07,1484301806,1329.8600000000001,4,14,2026,7
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-08,732424238,666.03,4,10,2026,8
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-09,890530469,794.7,4,10,2026,9
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-10,1350432442,1225.68,4,15,2026,10
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-11,1482409855,1385.29,4,17,2026,11
PT Distributor Kalimantan Selatan 02,KALIMANTAN SELATAN,2026-12,1041660279,930.83,4,11,2026,12
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-01,466533411,440.13,4,5,2026,1
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-02,1308734782,1162.9,4,13,2026,2
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-03,443237449,435.63,4,5,2026,3
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-04,987008033,868.78,3,11,2026,4
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-05,1481216848,1290.09,4,19,2026,5
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-06,1092162642,984.29,4,12,2026,6
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-07,746897042,642.21,3,9,2026,7
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-08,737195123,666.71,4,8,2026,8
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-09,1042293865,894.2,4,13,2026,9
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-10,1218430038,1073.85,4,14,2026,10
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-11,1538543801,1353.8799999999999,4,15,2026,11
PT Distributor Kalimantan Selatan 03,KALIMANTAN SELATAN,2026-12,1316321984,1142.59,3,14,2026,12
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-01,702047534,668.26,7,12,2026,1
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-02,1320755791,1188.4,7,16,2026,2
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-03,1930629038,1709.74,8,23,2026,3
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-04,667603814,584.44,6,9,2026,4
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-05,744582743,636.39,5,10,2026,5
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-06,1036293040,982.4300000000001,6,14,2026,6
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-07,1607551372,1451.57,7,15,2026,7
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-08,1487222753,1317.43,7,15,2026,8
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-09,1898720154,1674.53,7,22,2026,9
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-10,1621594893,1459.69,7,18,2026,10
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-11,570980474,476.17,5,7,2026,11
PT Distributor Kalimantan Tengah 01,KALIMANTAN TENGAH,2026-12,1155810221,1036.61,5,13,2026,12
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-01,773138594,708.03,8,11,2026,1
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-02,1162368386,1018.67,6,14,2026,2
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-03,1569350176,1341.33,8,18,2026,3
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-04,1065069078,977.3499999999999,7,11,2026,4
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-05,520733842,429.58,4,8,2026,5
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-06,1296694608,1159.93,7,15,2026,6
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-07,1560277733,1317.17,8,14,2026,7
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-08,732589942,635.1800000000001,6,9,2026,8
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-09,362512681,309.34,3,6,2026,9
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-10,179337923,156.76999999999998,3,4,2026,10
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-11,471555516,412.57,4,5,2026,11
PT Distributor Kalimantan Tengah 02,KALIMANTAN TENGAH,2026-12,833474154,737.11,7,10,2026,12
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-01,742065756,662.08,5,7,2026,1
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-02,728810154,667.58,7,10,2026,2
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-03,805787320,657.96,6,9,2026,3
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-04,1294128313,1175.47,6,12,2026,4
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-05,1285075857,1103.87,7,15,2026,5
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-06,1505775431,1365.7,8,15,2026,6
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-07,1155260365,975.89,7,12,2026,7
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-08,685331247,611.52,6,7,2026,8
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-09,1289465121,1106.13,6,14,2026,9
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-10,2030783691,1800.11,6,18,2026,10
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-11,1063447061,910.6,7,12,2026,11
PT Distributor Kalimantan Tengah 03,KALIMANTAN TENGAH,2026-12,1030381923,924.69,5,9,2026,12
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-01,707222424,602.37,4,10,2026,1
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-02,1574872967,1370.11,4,13,2026,2
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-03,1160899548,1111.24,4,14,2026,3
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-04,808341413,748.73,4,9,2026,4
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-05,972908412,899.4,4,12,2026,5
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-06,930203543,796.23,4,11,2026,6
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-07,626675808,564.21,3,8,2026,7
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-08,879545275,781.3,3,12,2026,8
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-09,615424223,562.22,4,8,2026,9
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-10,1191740661,1053.71,4,12,2026,10
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-11,1249298068,1129.75,4,15,2026,11
PT Distributor Kalimantan Timur 01,KALIMANTAN TIMUR,2026-12,648002464,548.04,3,7,2026,12
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-01,1523769682,1352.55,4,15,2026,1
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-02,1052226812,936.25,4,10,2026,2
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-03,1485062394,1290.55,4,14,2026,3
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-04,607990456,566.36,3,6,2026,4
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-05,1807655994,1660.15,4,19,2026,5
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-06,1159007511,1003.62,4,10,2026,6
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-07,672980058,623.43,4,10,2026,7
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-08,1236305875,1077.11,4,14,2026,8
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-09,1355293180,1191.59,4,13,2026,9
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-10,1757806435,1529.17,4,18,2026,10
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-11,779230142,702.4,4,10,2026,11
PT Distributor Kalimantan Timur 02,KALIMANTAN TIMUR,2026-12,596190854,519.81,4,8,2026,12
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-01,1157407395,1040.69,3,11,2026,1
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-02,715054882,595.05,3,12,2026,2
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-03,299666027,262.71,3,4,2026,3
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-04,1066828107,953.87,4,10,2026,4
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-05,1114136057,978.29,4,13,2026,5
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-06,1097804972,987.4,4,9,2026,6
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-07,1031941648,888.8900000000001,4,13,2026,7
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-08,1568181125,1399.32,4,16,2026,8
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-09,1185399520,1035.13,4,12,2026,9
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-10,866445709,748.34,4,11,2026,10
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-11,731206509,704.6700000000001,4,9,2026,11
PT Distributor Kalimantan Timur 03,KALIMANTAN TIMUR,2026-12,1227131268,1066.05,4,12,2026,12
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-01,713316889,639.0699999999999,3,8,2026,1
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-02,966889766,888.04,4,12,2026,2
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-03,992766532,909.03,4,12,2026,3
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-04,1495487442,1352.6599999999999,4,17,2026,4
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-05,880449502,774.55,4,11,2026,5
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-06,1133171732,1067.02,3,11,2026,6
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-07,764645231,741.53,4,9,2026,7
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-08,1288878124,1170.22,3,14,2026,8
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-09,1022570516,978.55,4,16,2026,9
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-10,1118435763,1002.73,4,14,2026,10
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-11,2349001940,2145.8,4,24,2026,11
PT Distributor Kalimantan Utara 01,KALIMANTAN UTARA,2026-12,638831515,548.47,4,10,2026,12
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-01,967810577,842.37,4,10,2026,1
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-02,819146783,742.3,4,12,2026,2
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-03,888080196,786.1700000000001,4,11,2026,3
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-04,943439957,836.1,4,11,2026,4
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-05,1016896273,899.24,4,10,2026,5
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-06,713302004,635.5699999999999,3,7,2026,6
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-07,1698293687,1443.22,4,17,2026,7
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-08,964492378,852.94,4,9,2026,8
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-09,1246356038,1081.51,4,11,2026,9
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-10,1933219677,1732.18,4,19,2026,10
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-11,784135278,697.3299999999999,4,9,2026,11
PT Distributor Kalimantan Utara 02,KALIMANTAN UTARA,2026-12,1441573852,1320.79,4,15,2026,12
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-01,425063554,362.93,3,6,2026,1
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-02,977191632,853.96,4,14,2026,2
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-03,809967261,744.25,4,9,2026,3
